source,title,link,date,n_comments,comment_1_author,comment_1_date,comment_1_text,comment_2_author,comment_2_date,comment_2_text,comment_3_author,comment_3_date,comment_3_text,comment_4_author,comment_4_date,comment_4_text,comment_5_author,comment_5_date,comment_5_text,comment_6_author,comment_6_date,comment_6_text,comment_7_author,comment_7_date,comment_7_text,comment_8_author,comment_8_date,comment_8_text,comment_9_author,comment_9_date,comment_9_text,comment_10_author,comment_10_date,comment_10_text,comment_11_author,comment_11_date,comment_11_text,comment_12_author,comment_12_date,comment_12_text,comment_13_author,comment_13_date,comment_13_text,comment_14_author,comment_14_date,comment_14_text,comment_15_author,comment_15_date,comment_15_text
Diario Marín,"Hoxe charla-coloquio “Altri e ENCE», organizada polo colectivo Almuinha e APDR",https://diariomarin.com/sostenibilidad/hoxe-charla-coloquio-altri-e-ence-organizada-polo-colectivo-almuinha-e-apdr/,2025-05-30T07:38:10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El Tribunal Constitucional admite a trámite el recurso de amparo del Concello de Pontevedra contra Ence,https://diariomarin.com/sostenibilidad/el-tribunal-constitucional-admite-a-tramite-el-recurso-de-amparo-del-concello-de-pontevedra-contra-ence/,2025-05-28T05:23:57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El Té Areeiro de las camelias,https://diariomarin.com/vida/el-te-areeiro-de-las-camelias/,2025-05-30T10:56:54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,La Xunta de Galicia premia a Estrela de Marín,https://diariomarin.com/vida/la-xunta-de-galicia-premia-a-estrela-de-marin/,2025-05-30T10:37:56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El fútbol sala femenino sub 16 se da cita en Marín,https://diariomarin.com/vida/el-futbol-sala-femenino-sub-16-se-da-cita-en-marin/,2025-05-30T08:33:36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,"Manuel Pazos, nuevo secretario de Política Forestal en el PSG-PSOE",https://diariomarin.com/gente/gentemarinenses/manuel-pazos-nuevo-secretario-de-politica-forestal-en-el-psg-psoe/,2025-05-13T05:10:29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,"Benito Piñeiro, Sir Bran, poeta marinense: «La poesía me permite reflexionar sobre lo que siento»",https://diariomarin.com/gente/benito-pineiro-sir-bran-poeta-marinense-la-poesia-me-permite-reflexionar-sobre-lo-que-siento/,2024-02-29T08:56:25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,"Aaron González, Campeón de España de Boxeo: «A la gente que se le trunca la vida le aconsejo buscar un objetivo»",https://diariomarin.com/gente/aaron-gonzalez-campeon-de-espana-de-boxeo-a-la-gente-que-se-le-trunca-la-vida-le-aconsejo-buscar-un-objetivo/,2024-02-29T08:55:05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Canciones que no ganaron Eurovisión pero sonaron mucho,https://diariomarin.com/opinion/a-fondo/canciones-que-no-ganaron-eurovision-pero-sonaron-mucho/,2025-05-20T05:30:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El opúsculo de la soberbia,https://diariomarin.com/opinion/el-opusculo-de-la-soberbia/,2025-05-18T20:27:49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Ahorro en arcas públicas,https://diariomarin.com/opinion/ahorro-en-arcas-publicas/,2025-05-16T06:59:18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Picdoku del 31 de mayo de 2025 #002,https://diariomarin.com/juegos/picdoku-del-31-de-mayo-de-2025-002/,2025-05-31T03:04:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Picdoku del 25 de mayo de 2025 #002,https://diariomarin.com/juegos/picdoku-del-25-de-mayo-de-2025-002/,2025-05-25T01:17:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Crucigrama relacionado con Marín del 24 de mayo #002,https://diariomarin.com/juegos/crucigrama-relacionado-con-marin-002/,2025-05-24T02:59:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Os Martín Códax homenaxean na súa XII edición á musica tradicional galega,https://diariomarin.com/cultura/os-martin-codax-homenaxean-na-sua-xii-edicion-a-musica-tradicional-galega/,2025-05-29T06:14:17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,"Más de 20,5 millones de euros para el nuevo contrato de recogida de residuos que durará diez años",https://diariomarin.com/marin/mas-de-205-millones-de-euros-para-el-nuevo-contrato-de-recogida-de-residuos-que-durara-diez-anos/,2025-05-23T06:06:24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El plan de desbroces y caminos llega a las playas,https://diariomarin.com/sostenibilidad/el-plan-de-desbroces-y-caminos-llega-a-las-playas/,2025-05-26T04:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Este mércores entréganse os Premios Martín Códax da música galega,https://diariomarin.com/cultura/este-mercores-entreganse-os-premios-martin-codax-da-musica-galega/,2025-05-27T04:48:44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,O Camiño de Bouzón mellora a mobilidade para a veciñanza,https://diariomarin.com/marin/o-camino-de-bouzon-mellora-a-mobilidade-para-a-vecinanza/,2025-05-29T05:30:36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,"Tuy abre el buque «Cabo Fraderas», el segundo más antiguo de la Armada (1963) al público",https://diariomarin.com/cultura/tuy-abre-el-buque-cabo-fraderas-el-segundo-mas-antiguo-de-la-armada-1963-al-publico/,2025-05-29T04:05:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,La escritora y compositora Sabela Senn presenta hoy su novela en Nobel Pontevedra,https://diariomarin.com/cultura/la-escritora-y-compositora-sabela-senn-presenta-hoy-su-novela-en-nobel-pontevedra/,2025-05-29T04:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Os xogos de auga do Paseo xa volven estar activos,https://diariomarin.com/marin/os-xogos-de-auga-do-paseo-xa-volven-estar-activos/,2025-05-28T04:57:53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,O BNG organiza un acto para presentar a proposta ‘Abrir Marín ao mar’,https://diariomarin.com/marin/o-bng-organiza-un-acto-para-presentar-a-proposta-abrir-marin-ao-mar/,2025-05-28T04:29:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Silvia Rodríguez Coladas presenta hoy su nuevo libro en Pontevedra,https://diariomarin.com/cultura/silvia-rodriguez-coladas-presenta-hoy-su-nuevo-libro-en-pontevedra/,2025-05-28T04:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Marín impulsa en Castiñeiras un proxecto para fomentar a rexeneración ambiental e o uso social do seu espazo,https://diariomarin.com/marin/marin-impulsa-en-castineiras-un-proxecto-para-fomentar-a-rexeneracion-ambiental-e-o-uso-social-do-seu-espazo/,2025-05-27T05:11:25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,"Nueva residencia y reforma de la actual por 2,76 millones",https://diariomarin.com/marin/nueva-residencia-y-reforma-de-la-actual-por-276-millones/,2025-05-27T04:36:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,La Diputación expropia terrenos en Marín para dotar de acera al vial EP-1203,https://diariomarin.com/marin/la-diputacion-expropia-terrenos-en-marin-para-dotar-de-acera-al-vial-ep-1203/,2025-05-26T05:58:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El Puerto conecta sus aguas residuales al colector general de Marín,https://diariomarin.com/marin/el-puerto-conecta-sus-aguas-residuales-al-colector-general-de-marin/,2025-05-26T05:50:51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Seis novos obradoiros de capacitación tecnolóxica esta semana,https://diariomarin.com/vida/seis-novos-obradoiros-de-capacitacion-tecnoloxica-esta-semana/,2025-05-26T05:29:16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Los alumnos de la Escuela Naval culminan la peregrinación a Santiago,https://diariomarin.com/marin/marinparroquias/los-alumnos-de-la-escuela-naval-culminan-la-peregrinacion-a-santiago/,2025-05-23T06:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,“El grito silenciado” de Ana Tortajada,https://diariomarin.com/cultura/el-grito-silenciado-de-ana-tortajada/,2025-05-23T05:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Este sábado Feira da Primavera y Contamaxias,https://diariomarin.com/cultura/este-sabado-feira-da-primavera-y-contamaxias/,2025-05-23T04:59:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Pleno Extraordinario para modificar los complementos de 17 puestos administrativos del Concello y 25 de policía,https://diariomarin.com/marin/pleno-extraordinario-para-modificar-complementos-de-17-puestos-administrativos-del-concello-y-25-de-policia/,2025-05-22T05:59:39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Cuando el éxito pesa: el síndrome de la impostora en las mujeres,https://diariomarin.com/vida/salud-mentalpsicologia/cuando-el-exito-pesa-el-sindrome-de-la-impostora-en-las-mujeres/,2025-05-22T05:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El Club de Opinión Portocelo organiza un debate sobre cómo “Abrir Marín ao mar”,https://diariomarin.com/marin/el-club-de-opinion-portocelo-organiza-un-debate-sobre-como-abrir-marin-al-mar/,2025-05-22T02:51:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Mela Graña Solla de “Labores y Patchwork”: «Botamos de menos que o Concello se preocupe polo comercio local e a súa xente»,https://diariomarin.com/marin/axudas-comercio-labores-patchwork/,2025-05-21T05:41:51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,O BNG censura a “castelanización” do Día das Letras Galegas en Marín,https://diariomarin.com/marin/o-bng-censura-castelanizacion-do-dia-das-letras-galegas-en-marin/,2025-05-21T05:25:19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Luís Bará falará este venres en Marín sobre Castelao,https://diariomarin.com/cultura/luis-bara-falara-este-venres-en-marin-sobre-castelao/,2025-05-21T04:15:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,O Concello de Marín gasta 250.000 euros no equipamento do auditorio,https://diariomarin.com/marin/o-concello-de-marin-acada-250-000-euros-para-equipamento-do-auditorio/,2025-05-21T04:15:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,A Deputación abre o prazo para inscribirse no programa «+BENESTAR» en centros termais,https://diariomarin.com/vida/deputacion-inscripcion-benestar/,2025-05-21T02:52:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,"‘El secreto de La Perfección’, en Casa de Galicia Madrid",https://diariomarin.com/cultura/el-secreto-de-la-perfeccion-en-casa-de-galicia-madrid/,2025-05-21T02:51:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El Concello de Marín terminará a finales de agosto las obras del Auditorio,https://diariomarin.com/marin/el-concello-de-marin-terminara-a-finales-de-agosto-las-obras-del-auditorio/,2025-05-20T05:55:49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,UNED Pontevedra se erige en el Top 3 nacional con 15 cursos de verano,https://diariomarin.com/economia-y-empresas/uned-pontevedra-se-erige-en-el-top-3-nacional-con-15-cursos-de-verano/,2025-05-20T05:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El declive de la codorniz,https://diariomarin.com/sostenibilidad/el-declive-de-la-codorniz/,2025-05-20T04:30:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,"Un funcionario de Marín cobra en abril 5.500 euros brutos, según el Servicio de Intervención del Concello y PSOE",https://diariomarin.com/marin/un-funcionario-de-marin-cobra-en-abril-5-500-euros-brutos-segun-el-servicio-de-intervencion-del-concello-y-psoe/,2025-05-19T06:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Pasión contra razón,https://diariomarin.com/vida/motor/pasion-contra-razon/,2025-05-19T05:59:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,A praza da Veiguiña acolleu esta fin de semana o II Festival das Letras Galegas,https://diariomarin.com/marin/festival-das-letras-de-marin/,2025-05-19T05:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Novos obradoiros da Rede SmartPeme+ esta semana,https://diariomarin.com/vida/tecnoloxia/novos-obradoiros-da-rede-smartpeme-esta-semana/,2025-05-18T10:29:37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Picdoku del 18 de mayo de 2025 #001,https://diariomarin.com/juegos/picdoku-del-17-de-mayo-de-2025-001/,2025-05-18T02:45:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Sopa de letras del 17 de mayo de 2025 – Eurovisión #002,https://diariomarin.com/juegos/sopa-de-letras/sopa-de-letras-del-10-de-mayo-de-2025-eurovision-002/,2025-05-17T04:13:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Crucigrama do 17 de maio de 2025 – Día das Letras Gallegas #001,https://diariomarin.com/juegos/crucigrama-del-17-de-mayo-de-2025-001/,2025-05-17T03:08:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Presentación de la marcha contra Ence y Altri,https://diariomarin.com/sostenibilidad/presentacion-de-la-marcha-contra-ence-y-altri/,2025-05-16T07:19:40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Renovación de beirarrúas,https://diariomarin.com/marin/renovacion-de-beirarruas/,2025-05-16T07:10:10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Na «Solaina» da editorial Kalandraka,https://diariomarin.com/cultura/libros/solaina-kalandraka-libro-disco/,2025-05-16T05:56:30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El perfeccionismo y la tiranía de los “debería”,https://diariomarin.com/vida/salud-mentalpsicologia/el-perfeccionismo-y-la-tirania-de-los-deberia/,2025-05-16T05:55:00,1,30neros,18 de mayo de 2025 a las 10:53 am,"Graciñas Inma. ¡Cómo me gusta este tipo de artículos en el que un psicólogo clínico nos enseña a enfocarnos de otra manera, nos ayuda a repensar nuestro comportamiento para tener una buena salud mental! ¡Enhorabuena!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Silvia Rodríguez Coladas presenta «En la penumbra de un jardín extraño»,https://diariomarin.com/cultura/libros/silvia-rodriguez-coladas-presenta-en-la-penumbra-de-un-jardin-extrano/,2025-05-15T17:51:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,O BNG denuncia atrasos nas axudas a dependentes en Marín,https://diariomarin.com/marin/atrasos-nas-axudas-a-dependentes-en-marin/,2025-05-15T14:10:26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,"Silencio, se rueda, acción… ‘Maruxía. Vientos de Honor’ en el Parque de los Sentidos de Marín",https://diariomarin.com/marin/silencio-se-rueda-accion-maruxia-vientos-de-honor-en-el-parque-de-los-sentidos-de-marin/,2025-05-15T05:07:37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,"Nuria Vilán Prado, gañadora do XVIII Premio de Narración Curta do Concello de Marín",https://diariomarin.com/cultura/literatura/nuria-vilan-prado-ganadora-do-xviii-premio-de-narracion-curta-do-concello-de-marin/,2025-05-15T04:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,"A Deputación de Pontevedra impulsa tres formacións sobre ciberseguridade, ciberdelincuencia e IA",https://diariomarin.com/vida/a-deputacion-impulsa-tres-formacions-sobre-ciberseguridade-ciberdelincuencia-e-ia/,2025-05-15T04:34:18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Alba Blanco de «Mardeafora»: «Marín como cidade mariñeira está moi presente»,https://diariomarin.com/cultura/alba-blanco-mardeafora-marin-como-cidade-marineira-esta-moi-presente/,2025-05-14T05:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,O II Festival das Letras homenaxeará as cantareiras,https://diariomarin.com/cultura/o-ii-festival-das-letras-homenaxeara-as-cantareiras/,2025-05-14T04:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El Concello recibe 282 solicitudes de campamento de verano,https://diariomarin.com/vida/el-concello-recibe-282-solicitudes-de-campamento-de-verano/,2025-05-14T04:50:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,O BNG denuncia suciedade e a perda da bandeira azul en Loira,https://diariomarin.com/sostenibilidad/o-bng-denuncia-suciedade-e-perda-da-bandeira-azul-en-loira/,2025-05-14T04:48:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,O local de hostalaría da punta do Paseo Alcalde Blanco e Kioskos das praias xa teñen adxudicatarios,https://diariomarin.com/marin/o-local-de-hostalaria-da-punta-do-paseo-alcalde-blanco-e-kioskos-das-praias-xa-tenen-adxudicatarios/,2025-05-14T04:45:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Salinas Club de Lectura visita la Fábrica Massó de Cangas con el anuncio de su rehabilitación,https://diariomarin.com/cultura/salinas-club-de-lectura-visita-la-fabrica-masso-de-cangas-con-el-anuncio-de-su-rehabilitacion/,2025-05-13T05:11:03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,La paz sea con todos,https://diariomarin.com/opinion/la-paz-sea-con-todos/,2025-05-13T04:45:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,«Abellas de ouro» de Xosé Lesta Meis,https://diariomarin.com/cultura/as-abellas-de-ouro-de-xose-lesta-meis/,2025-05-13T04:35:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El PSOE Marín alerta de que existe un informe de Intervención sobre la falta de control y rigor en las obras municipales,https://diariomarin.com/marin/el-psoe-marin-alerta-de-que-existe-un-informe-de-intervencion-sobre-la-falta-de-control-y-rigor-en-las-obras-municipales/,2025-05-12T05:26:24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Campaña de crowdfunding para apoyar a MAC Marín,https://diariomarin.com/cultura/campana-de-crowdfunding-para-apoyar-a-mac-marin/,2025-05-12T04:50:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,La Sub-15 de fútbol sala nacional convoca a Noa González,https://diariomarin.com/vida/deportes-danza/la-sub-15-de-futbol-sala-nacional-convoca-a-noa-gonzalez/,2025-05-12T04:15:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Álvarez y Orgando Promociones construirá 26 nuevas viviendas a precio libre en La Cañota,https://diariomarin.com/economia-y-empresas/alvarez-y-orgando-promociones-construira-26-nuevas-viviendas-a-precio-libre-en-la-canota/,2025-05-12T04:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Estrela de Marín convoca un concurso de cortos para 1º de ESO a 2º de Bachillerato,https://diariomarin.com/vida/estrela-de-marin-convoca-un-concurso-de-cortos-para-1o-de-eso-a-2o-de-bachillerato/,2025-05-12T03:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,El cónclave,https://diariomarin.com/opinion/vineta-el-conclave/,2025-05-12T03:45:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Sudoku sencillo del 11 de mayo de 2025 #003,https://diariomarin.com/juegos/sudokus/sudoku-sencillo-del-11-de-mayo-de-2025-003/,2025-05-11T02:34:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,Sopa de letras del 10 de mayo de 2025 #001,https://diariomarin.com/juegos/sopa-de-letras-del-10-de-mayo-de-2025-001/,2025-05-10T02:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,O Museo do Mar espera dende hai anos a que o Concello de Marín lle facilite un local,https://diariomarin.com/marin/o-museo-do-mar-a-espera-de-local/,2025-05-09T05:28:49,4,Sara Martínez Fernandez,9 de mayo de 2025 a las 7:41 pm,Felicitaciones. Estupendo reportaje. Informar para conocer 👌🏼,Cristina Corral,9 de mayo de 2025 a las 11:57 pm,"Grazas, Sara, iso intentamos:)",Lola Fernández Pazos,10 de mayo de 2025 a las 9:19 am,"¡Felicidades Cristina, siempre aportando mucho más a los lectores! Es un Museo preciosísimo, no dejen de conocerlo. 💪🏻⚓️🛟",Cristina Corral,10 de mayo de 2025 a las 4:31 pm,Grazas Lola! Concuerdo con la necesidad de visitarlo 🙂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diario Marín,O BNG propón actualizar o rueiro e corrixir a sinalización,https://diariomarin.com/marin/o-bng-propon-actualizar-o-rueiro-e-corrixir-a-sinalizacion/,2025-05-09T05:10:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
